District_Colline,Latitude,Longitude,"(Latitude,Longitude)"
Kabarore_Kibakwe,-2.9216093,29.5874296,"-2.9216093,29.5874296"
Ngozi_Kinyana coop,-2.8987876,29.7945826,"-2.8987876,29.7945826"
Giteranyi_Murama,-2.4000038,30.481709,"-2.4000038,30.481709"
Ngozi_Kavumu B coop,-2.9284721,29.7336095,"-2.9284721,29.7336095"
Ngozi_Gahengeri,-2.9435574,29.8184411,"-2.9435574,29.8184411"
Ngozi_,-2.901234,29.7749345,"-2.901234,29.7749345"
Ngozi_Mugomera,-2.9812892,29.9001936,"-2.9812892,29.9001936"
Kayokwe_Kigarama II,-3.4408102,29.7310943,"-3.4408102,29.7310943"
Kayokwe_Gatsinga II,-3.4156575,29.6934601,"-3.4156575,29.6934601"
Kayokwe_Gatsinga I,-3.4169896,29.6943763,"-3.4169896,29.6943763"
Kayokwe_Fota,-3.4440477,29.7039718,"-3.4440477,29.7039718"
Kayokwe_Kigarama I,-3.4448522,29.7356823,"-3.4448522,29.7356823"
Ngozi_Ntaho,-2.9916179,29.8776715,"-2.9916179,29.8776715"
Ngozi_Makaba,-2.9926172,29.8283735,"-2.9926172,29.8283735"
Ngozi_Mbaba,-3.0107022,29.805294,"-3.0107022,29.805294"
Ngozi_Gahengeri,-2.9436292,29.8185152,"-2.9436292,29.8185152"
Gishubi_Mirango,-3.7467705,29.805045,"-3.7467705,29.805045"
Rango_Butanyerera I,-3.170045,29.7387947,"-3.170045,29.7387947"
Kayokwe_Bugera,-3.4177054,29.7393436,"-3.4177054,29.7393436"
Nyarusange_Gasenyi Coops,-3.5216244,29.7608808,"-3.5216244,29.7608808"
Kayokwe_Rutyazo,-3.4673367,29.7126375,"-3.4673367,29.7126375"
Gihogazi_Murago,-3.1249191,30.0029991,"-3.1249191,30.0029991"
Gihogazi_Bikinga,-3.1618242,29.9809078,"-3.1618242,29.9809078"
Bukirasazi_Buraza,-3.7470046,29.9023268,"-3.7470046,29.9023268"
Kayokwe_Murago,-3.3917088,29.7315434,"-3.3917088,29.7315434"
Bukirasazi_Ndava,-3.7466183,29.9026928,"-3.7466183,29.9026928"
Bukirasazi_Buriza,-3.7467315,29.9028634,"-3.7467315,29.9028634"
Bukirasazi_Kabumbe,-3.7468883,29.9030283,"-3.7468883,29.9030283"
Bukirasazi_Musebeyi,-3.744585,29.90055,"-3.744585,29.90055"
Bukirasazi_Mahonda,-3.7266663,29.8670753,"-3.7266663,29.8670753"
Bukirasazi_Bugega,-3.7267263,29.8681252,"-3.7267263,29.8681252"
Bukirasazi_Gisura,-3.7266455,29.8681358,"-3.7266455,29.8681358"
Bukirasazi_Mugano,-3.7649917,29.8701183,"-3.7649917,29.8701183"
Bukirasazi_Maza,-3.7275374,29.8678743,"-3.7275374,29.8678743"
Bukirasazi_Gitaramuka,-3.7100525,29.8966369,"-3.7100525,29.8966369"
Kayokwe_Musivya,-3.6017883,29.65433,"-3.6017883,29.65433"
Bukirasazi_Gicumbi,-3.7468,29.9029417,"-3.7468,29.9029417"
Kayokwe_Ndava,-3.5648091,29.6704584,"-3.5648091,29.6704584"
Bukirasazi_Ndago,-3.8168167,29.9227534,"-3.8168167,29.9227534"
Bukirasazi_Muyange,-3.7839469,29.9602166,"-3.7839469,29.9602166"
Bukirasazi_Butezi,-3.7930342,29.9462633,"-3.7930342,29.9462633"
Bukirasazi_Bubaji,-3.702984,29.9196237,"-3.702984,29.9196237"
Bukirasazi_Gicumbi,-3.7467474,29.902867,"-3.7467474,29.902867"
Kayokwe_Rango,-3.3911821,29.7304545,"-3.3911821,29.7304545"
Buhinyuza_Ruvumu,-3.0029765,30.3085937,"-3.0029765,30.3085937"
DEPOT - Mushasha I,-3.44017,29.934,"-3.44017,29.934"
DEPOT - GDV,-3.42112,29.91693,"-3.42112,29.91693"
DEPOT - Ngozi Centre,-2.91542,29.8205,"-2.91542,29.8205"
DEPOT - Kayanza Cassius,-2.92045,29.62357,"-2.92045,29.62357"
DEPOT - Kayanza,-2.93202,29.63466,"-2.93202,29.63466"
DEPOT - GDR,-3.39422,29.92417,"-3.39422,29.92417"
DEPOT - Muramvya (Claude),-3.27278,29.61435,"-3.27278,29.61435"
DEPOT - Claude,-3.26765,29.61971,"-3.26765,29.61971"
DEPOT - Muyinga,-2.84443,30.34486,"-2.84443,30.34486"
DEPOT - Placide,-3.26761,29.61625,"-3.26761,29.61625"
DEPOT - Mwaro,-3.51954,29.70551,"-3.51954,29.70551"
DEPOT - Ruyigi,-3.47187,30.25426,"-3.47187,30.25426"
